id,sleeve,ea,symbol,base,parameter,value,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,survives,strict,tradeoff,status,note
PB_GOLD__ADX_Period__10,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ADX_Period,10,{'ADX_Period': 10},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ADX_Period__20,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ADX_Period,20,{'ADX_Period': 20},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GBPJPY__ADX_Threshold_x_ADX_Period__28p0/7,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,28.0/7,"{'ADX_Threshold': 28.0, 'ADX_Period': 7}",open_prices,43149.0,4.6129,2.9097,14,14372.0,1.5239,14.243,25,True,False,True,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__28p0/10,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,28.0/10,"{'ADX_Threshold': 28.0, 'ADX_Period': 10}",open_prices,35323.0,3.6078,4.9414,15,16111.0,1.6182,15.352,25,True,False,False,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__28p0/14,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,28.0/14,"{'ADX_Threshold': 28.0, 'ADX_Period': 14}",open_prices,36099.0,3.853,4.6242,14,5470.0,1.2324,15.665,20,True,False,False,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__28p0/20,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,28.0/20,"{'ADX_Threshold': 28.0, 'ADX_Period': 20}",open_prices,10383.0,2.3103,5.7538,8,-10555.0,0.463,15.0,14,False,False,False,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__30p0/7,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,30.0/7,"{'ADX_Threshold': 30.0, 'ADX_Period': 7}",open_prices,33249.0,3.1254,5.9239,16,18750.0,1.6783,14.243,26,True,False,True,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__30p0/10,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,30.0/10,"{'ADX_Threshold': 30.0, 'ADX_Period': 10}",open_prices,34242.0,3.3412,4.9414,15,22692.0,2.1649,11.325,20,True,True,False,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__30p0/14,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,30.0/14,"{'ADX_Threshold': 30.0, 'ADX_Period': 14}",open_prices,29506.0,4.2282,3.6627,11,3599.0,1.16,17.134,18,True,False,False,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__30p0/20,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,30.0/20,"{'ADX_Threshold': 30.0, 'ADX_Period': 20}",open_prices,10363.0,2.3045,5.7709,8,-7479.0,0.5489,12.025,13,False,False,False,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__32p0/7,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,32.0/7,"{'ADX_Threshold': 32.0, 'ADX_Period': 7}",open_prices,32338.0,2.9534,5.9707,16,22674.0,1.956,14.243,24,True,False,False,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__32p0/10,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,32.0/10,"{'ADX_Threshold': 32.0, 'ADX_Period': 10}",open_prices,26449.0,3.3396,4.3239,14,14061.0,1.8624,8.365,16,True,False,True,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__32p0/14,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,32.0/14,"{'ADX_Threshold': 32.0, 'ADX_Period': 14}",open_prices,15133.0,2.7625,3.879,10,-5364.0,0.7534,20.833,16,False,False,False,OK,stage-2 refinement
PB_GBPJPY__ADX_Threshold_x_ADX_Period__32p0/20,PB_GBPJPY,PullbackTrend,GBPJPY,configs/pullback_gbpjpy_h4.yaml,ADX_Threshold_x_ADX_Period,32.0/20,"{'ADX_Threshold': 32.0, 'ADX_Period': 20}",open_prices,12505.0,3.113,4.0371,7,-5217.0,0.6356,9.762,11,False,False,False,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__20/75,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,20/75,"{'StopLoss_Pips': 20, 'TakeProfit_Pips': 75}",open_prices,-1428.0,0.9762,7.5004,282,3181.0,1.066,7.3878,297,False,False,False,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__20/105,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,20/105,"{'StopLoss_Pips': 20, 'TakeProfit_Pips': 105}",open_prices,2851.0,1.0461,9.2447,279,3634.0,1.0709,5.6342,296,True,False,True,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__20/125,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,20/125,"{'StopLoss_Pips': 20, 'TakeProfit_Pips': 125}",open_prices,317.0,1.005,9.133,277,-247.0,0.9953,11.0186,295,False,False,False,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__25/75,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,25/75,"{'StopLoss_Pips': 25, 'TakeProfit_Pips': 75}",open_prices,3534.0,1.052,7.8973,278,1836.0,1.0327,8.2582,295,True,False,True,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__25/105,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,25/105,"{'StopLoss_Pips': 25, 'TakeProfit_Pips': 105}",open_prices,8400.0,1.1195,9.6455,275,2582.0,1.0431,7.7905,294,True,True,False,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__25/125,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,25/125,"{'StopLoss_Pips': 25, 'TakeProfit_Pips': 125}",open_prices,6242.0,1.0869,10.3966,272,-4767.0,0.9233,13.0849,293,False,False,False,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__30/75,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,30/75,"{'StopLoss_Pips': 30, 'TakeProfit_Pips': 75}",open_prices,2410.0,1.0317,7.733,278,68.0,1.0011,8.6857,293,True,False,True,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__30/105,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,30/105,"{'StopLoss_Pips': 30, 'TakeProfit_Pips': 105}",open_prices,4199.0,1.0523,9.9346,275,1838.0,1.0277,8.4034,290,True,False,False,OK,stage-2 refinement
RSI_EURUSD__StopLoss_x_TakeProfit__30/125,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_x_TakeProfit,30/125,"{'StopLoss_Pips': 30, 'TakeProfit_Pips': 125}",open_prices,1461.0,1.0178,12.3247,272,-7310.0,0.894,16.3223,289,False,False,False,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p075/0p3,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.075/0.3,"{'Break_Buffer_ATRd': 0.075, 'MinRange_ATRd': 0.3}",every_tick,14173.0,1.1379,10.9605,384,2471.0,1.0468,6.947,338,True,False,True,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p075/0p4,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.075/0.4,"{'Break_Buffer_ATRd': 0.075, 'MinRange_ATRd': 0.4}",every_tick,2644.0,1.0347,11.1736,274,3186.0,1.0888,4.2569,235,True,False,False,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p075/0p5,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.075/0.5,"{'Break_Buffer_ATRd': 0.075, 'MinRange_ATRd': 0.5}",every_tick,9974.0,1.2036,4.5794,178,6537.0,1.3028,2.2494,156,True,False,True,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p1/0p3,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.1/0.3,"{'Break_Buffer_ATRd': 0.1, 'MinRange_ATRd': 0.3}",every_tick,18563.0,1.2162,7.7109,328,110.0,1.0024,6.4396,286,True,True,False,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p1/0p4,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.1/0.4,"{'Break_Buffer_ATRd': 0.1, 'MinRange_ATRd': 0.4}",every_tick,4386.0,1.0681,7.8402,235,2962.0,1.0964,4.3806,202,True,False,True,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p1/0p5,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.1/0.5,"{'Break_Buffer_ATRd': 0.1, 'MinRange_ATRd': 0.5}",every_tick,13262.0,1.3368,4.5141,150,6696.0,1.3611,2.7276,133,True,False,True,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p125/0p3,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.125/0.3,"{'Break_Buffer_ATRd': 0.125, 'MinRange_ATRd': 0.3}",every_tick,5215.0,1.066,12.0802,279,-2619.0,0.9382,8.9403,254,False,False,False,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p125/0p4,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.125/0.4,"{'Break_Buffer_ATRd': 0.125, 'MinRange_ATRd': 0.4}",every_tick,-5723.0,0.9033,11.8239,198,1014.0,1.0358,4.1219,181,False,False,False,OK,stage-2 refinement
SCA_USDJPY__Buffer_x_MinRange__0p125/0p5,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,Buffer_x_MinRange,0.125/0.5,"{'Break_Buffer_ATRd': 0.125, 'MinRange_ATRd': 0.5}",every_tick,1928.0,1.0504,6.3053,127,4529.0,1.2654,2.4085,118,True,False,True,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__125/30,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,125/30,"{'TrendMA_Period': 125, 'ExitMA_Period': 30}",open_prices,2116.0,1.1761,3.5107,38,3941.0,4.6024,0.5507,19,True,False,False,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__125/40,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,125/40,"{'TrendMA_Period': 125, 'ExitMA_Period': 40}",open_prices,3404.0,1.3416,3.5791,32,3510.0,4.6,0.704,20,True,False,False,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__125/50,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,125/50,"{'TrendMA_Period': 125, 'ExitMA_Period': 50}",open_prices,3487.0,1.4013,2.9144,26,2676.0,3.0288,1.0312,18,True,False,False,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__150/30,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,150/30,"{'TrendMA_Period': 150, 'ExitMA_Period': 30}",open_prices,2610.0,1.231,3.15,35,4094.0,5.4548,0.4152,19,True,False,True,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__150/40,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,150/40,"{'TrendMA_Period': 150, 'ExitMA_Period': 40}",open_prices,4419.0,1.5065,3.1434,29,3664.0,5.3775,0.5671,20,True,True,False,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__150/50,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,150/50,"{'TrendMA_Period': 150, 'ExitMA_Period': 50}",open_prices,4588.0,1.6237,2.9308,23,2820.0,3.3717,0.902,18,True,False,False,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__175/30,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,175/30,"{'TrendMA_Period': 175, 'ExitMA_Period': 30}",open_prices,2216.0,1.1921,3.235,35,4004.0,5.065,0.4844,18,True,False,True,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__175/40,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,175/40,"{'TrendMA_Period': 175, 'ExitMA_Period': 40}",open_prices,4025.0,1.4491,3.3016,29,3576.0,4.9955,0.6346,20,True,False,True,OK,stage-2 refinement
ETH_ETHUSD__TrendMA_x_ExitMA__175/50,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_x_ExitMA,175/50,"{'TrendMA_Period': 175, 'ExitMA_Period': 50}",open_prices,4196.0,1.5526,3.0867,23,2729.0,3.1659,0.9727,18,True,False,False,OK,stage-2 refinement
