proposal_id,family,family_name,class,overview,rationale,test_method,variation
F09-31,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.75}"
F09-32,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.75}"
F09-33,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.9}"
F09-34,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.9}"
F09-35,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.9}"
F09-36,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.9}"
F09-37,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.9}"
F09-38,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.9}"
F09-39,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.9}"
F09-40,F09,session-hour quality,B,過去同entry時刻成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.9}"
F10-01,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.0}"
F10-02,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.0}"
F10-03,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.0}"
F10-04,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.0}"
F10-05,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.0}"
F10-06,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.0}"
F10-07,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.0}"
F10-08,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.0}"
F10-09,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.25}"
F10-10,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.25}"
F10-11,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.25}"
F10-12,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.25}"
F10-13,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.25}"
F10-14,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.25}"
F10-15,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.25}"
F10-16,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.25}"
F10-17,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.5}"
F10-18,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.5}"
F10-19,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.5}"
F10-20,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.5}"
F10-21,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.5}"
F10-22,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.5}"
F10-23,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.5}"
F10-24,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.5}"
F10-25,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.75}"
F10-26,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.75}"
F10-27,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.75}"
F10-28,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.75}"
F10-29,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.75}"
F10-30,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.75}"
F10-31,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.75}"
F10-32,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.75}"
F10-33,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.9}"
F10-34,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.9}"
F10-35,F10,quarter quality,B,過去同四半期成績だけでlotを調整,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.9}"
